CodigoPersona,Clase,Tipo de derecho,Título de adquisición ,Municipio,% Participación,Fecha de adquisición,Valor catastral,Observaciones
9,Urbano,Pleno dominio,Compraventa,Madrid,100,2016,96467,
10,Urbano,Pleno dominio,Compraventa,Madrid,50,1999,101522,
10,Urbano,Pleno dominio,Compraventa,Madrid,50,2004,124166,
10,Urbano,Pleno dominio,Compraventa,Madrid,50,2014,100540,
10,Urbano,Pleno dominio,Compraventa,Madrid,50,2002,42892,
10,Urbano,Pleno dominio,Compraventa,Madrid,50,2002,8080,
10,Urbano,Nuda propiedad,Herencia,Calpe,17,2012,1401,
10,Urbano,Nuda propiedad,Herencia,Madrid,33,2012,20840,
10,Urbano,Nuda propiedad,Herencia,Madrid,17,2012,17028,
11,Urbano,Pleno dominio,Compraventa,Madrid,50,2004,473000,
11,Urbano,Pleno dominio,Herencia,Madrid,12.5,2002,251000,
11,Urbano,Pleno dominio,Herencia,Navarra,12.5,2002,33000,
11,Urbano,Pleno dominio,Herencia,Baleares,12.5,2002,32000,
11,Rústico,Pleno dominio,Herencia,Navarra,12.5,2002,10000,
12,Urbano,Pleno dominio,Compraventa,Madrid,100,1997,196667,42,
12,Rústico,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Compraventa,Provincia de Zamora,2,1989,4200,
12,Rústico,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Compraventa,Provincia de Zamora,8,1989,26000,
12,Rústico,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Compraventa,Provincia de Zamora,20,1989,8550,
12,Rústico,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Compraventa,Provincia de Zamora,20,1989,5670,
13,Urbano,Nuda propiedad,Herencia,Salamanca,20,01/11/2013,4828,83,
13,Rústico,Nuda propiedad,Herencia,Salamanca,20,01/11/2013,2,76,
14,Urbano,Pleno dominio,Compraventa,Madrid,50,15/12/2011,235349,
14,Urbano,Pleno dominio,Compraventa,Madrid,50,19/12/2003,135149,
15,Urbano,Pleno dominio,Compraventa,Madrid,50,28/12/1999,67970,Vivienda
15,Urbano,Pleno dominio,Compraventa,Madrid,50,15/02/2007,8209,Plaza de garaje
15,Urbano,Pleno dominio,Compraventa,Madrid,50,15/02/2007,8209,Plaza de garaje
16,Urbano,Nuda propiedad,Herencia,Cádiz,100,2012,195000,
17,Urbano,Pleno dominio,Compraventa,Madrid,50,06/04/2009,147728,
17,Urbano,Pleno dominio,Compraventa,Pareja, Guadalajara,100,07/10/2014,45519,
17,Urbano,Pleno dominio,Compraventa,Madrid,100,16/04/2010,9115,
17,Urbano,Pleno dominio,Compraventa,Madrid,100,19/10/2012,10931,
17,Urbano,Pleno dominio,Compraventa,Pareja, Guadalajara,100,15/07/2016,21000,
18,Urbano,Pleno dominio,Compraventa,Madrid,100,27/07/1999,114000,
18,Urbano,Pleno dominio,Compraventa,Madrid,100,27/07/1999,18000,
18,Urbano,Pleno dominio,Compraventa,Madrid,100,03/08/2012,65000,
18,Urbano,Pleno dominio,Compraventa,Madrid,100,20/12/2013,70000,
18,Urbano,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Donación,Peñíscola,50,2005,244000,
19,Urbano,Pleno dominio,Compraventa,Madrid,50,2007,246920,98,Piso
19,Urbano,Pleno dominio,Compraventa,Madrid,50,2007,9215,82,Plaza garaje
19,Urbano,Nuda propiedad,Herencia,Madrid,2,2008,67205,28,Piso
19,Urbano,Nuda propiedad,Herencia,Provincia de Ávila,4,2008,54248,74,Casa unifamiliar
19,Urbano,Nuda propiedad,Herencia,Provincia de Ávila,4,2008,13558,98,Casa unifamiliar
19,Rústico,Nuda propiedad,Herencia,Provincia de Ávila,4,2008,,Varias fincas sin repartir
19,Urbano,Pleno dominio,Compraventa,Provincia de Ávila,50,2010,43930,67,Casa unifamiliar
19,Urbano,Nuda propiedad,Herencia,Provincia de Ávila,25,2015,,Casa unifamiliar
19,Rústico,Nuda propiedad,Herencia,Provincia de Ávila,25,2015,,Varias fincas sin repartir
20,Urbano,Pleno dominio,Herencia,MADRID,50,1998,195645,26,Compraventa / Herencia
20,Urbano,Pleno dominio,Compraventa,LA ADRADA (AVILA),100,2005,42848,03,
21,Urbano,Pleno dominio,Compraventa,Torrevieja,50,1985,50992,75,
21,Urbano,Pleno dominio,Compraventa,Madrid,50,1996,201024,94,
21,Urbano,Pleno dominio,Compraventa,Madrid,50,1996,17665,26,
21,Urbano,Pleno dominio,Compraventa,Madrid,50,2004,17665,26,
22,Urbano,Pleno dominio,Otros,Madrid,100,23/09/2010,198851,63,Tengo mi domicilio familiar en ambas fincas, de las que soy dueña al 100 por 100 en uno de los casos y en una tercera parte en el otro caso y que están unidas. Aparece como fecha de adquisición de la finca que me pertenece al 100 por 100 el día 23 de septiembre de 2010, por ser ésta la fecha en la que se me adjudicó este bien en la liquidación de mi sociedad de gananciales, si bien pertenecía a dicha sociedad desde que mi marido y yo adquirimos la vivienda, el día 27 de agosto de 1981.
22,Urbano,Pleno dominio,Compraventa,Madrid,33.33,02/02/2009,66283,87,Tengo mi domicilio familiar en ambas fincas, de las que soy dueña al 100 por 100 en uno de los casos y en una tercera parte en el otro caso y que están unidas. Aparece como fecha de adquisición de la finca que me pertenece al 100 por 100 el día 23 de septiembre de 2010, por ser ésta la fecha en la que se me adjudicó este bien en la liquidación de mi sociedad de gananciales, si bien pertenecía a dicha sociedad desde que mi marido y yo adquirimos la vivienda, el día 27 de agosto de 1981.
22,Urbano,Pleno dominio,Otros,El Espinar (Segovia),100,07/10/2011,131604,1,Aunque son dos fincas registrales independientes, forman físicamente una sola y giran bajo una misma referencia catastral, con un valor catastral único y conjunto para ambas
22,Urbano,Pleno dominio,Otros,El Espinar (Segovia),100,07/10/2011,131604,1,Aunque son dos fincas registrales independientes, forman físicamente una sola y giran bajo una misma referencia catastral, con un valor catastral único y conjunto para ambas
24,Urbano,,,Madrid,50,09/11/1993,119159,
24,Urbano,,,Cubells, Lleida,50,24/08/2005,23000,Revisado
25,Urbano,Pleno dominio,Compraventa,Madrid,50,26/04/2003,76220,08,Pendiente liquidación sociedad de gananciales
27,Urbano,Pleno dominio,Herencia,Madrid,25,02/08/2015,54347,46,
27,Urbano,Pleno dominio,Herencia,Castellón,25,02/08/2015,41851,71,
28,Urbano,Pleno dominio,Compraventa,Madrid,50,01/06/1997,134445,74,
29,Urbano,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Compraventa,Madrid,40.83,12/05/2005,111825,4,
29,Urbano,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Compraventa,Madrid,33.33,07/07/2006,111825,4,
31,Urbano,Pleno dominio,Compraventa,Madrid,100,29/09/2005,,
32,Urbano,Pleno dominio,Compraventa,Madrid,50,01/09/2001,133811,23,
32,Urbano,Nuda propiedad,Herencia,Madrid,25,1968,,
35,Urbano,Pleno dominio,Compraventa,Madrid,50,09/07/2000,61085,12,
35,Urbano,Pleno dominio,Compraventa,Madrid,16.6,07/07/2006,53703,7,
36,Urbano,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Herencia,Barcelona,50,30/12/2006,211691,
36,Urbano,Pleno dominio,Herencia,El Masnou,100,30/12/2006,53016,
36,Urbano,Pleno dominio,Compraventa,Madrid,100,15/12/2000,70578,
36,Urbano,Pleno dominio,Compraventa,Madrid,100,15/12/2000,,
36,Urbano,Pleno dominio,Donación,Altafulla,100,10/03/1986,34940,
36,Urbano,Pleno dominio,Donación,Altafulla,100,10/03/1986,,
36,Rústico,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Herencia,Altafulla,50,30/12/2006,113368,
36,Rústico,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Herencia,Altafulla,50,30/12/2006,,
36,Rústico,Multipropiedad, propiedad a tiempo parcial o fórmulas similares, con titularidad parcial del  bien,Herencia,Altafulla,50,30/12/2006,,
37,Urbano,Pleno dominio,,Madrid,50,19/10/2000,119375,67,
37,Urbano,Pleno dominio,,Madrid,50,02/11/2000,4248,3,
37,Urbano,Pleno dominio,,Madrid,50,19/10/2000,54507,6,
38,Urbano,Pleno dominio,Compraventa,Madrid,100,16/07/2002,47982,21,
39,Urbano,Pleno dominio,Compraventa,Madrid,50,1998,128920,86,
39,Urbano,Pleno dominio,Compraventa,La Granja,50,2007,20549,46,
39,Urbano,Pleno dominio,Compraventa,La Granja,50,2007,3011,23,Plaza de Parking
39,Urbano,Pleno dominio,Compraventa,Madrid,50,2012,65425,58,
39,Urbano,Pleno dominio,Compraventa,Tres Cantos,14.28,2010,181222,01,
40,Urbano,Pleno dominio,Compraventa,Madrid,50,31/03/2001,47864,68,
40,Urbano,Nuda propiedad,Herencia,Madrid,16.66,,49338,54,
40,Rústico,Nuda propiedad,Herencia,Ossa de Montiel,16.66,,12826,07,
41,Urbano,Pleno dominio,Compraventa,Madrid,50,27/05/2016,161912,8,El valor corresponde al valor de tasación hipotecaria
42,Urbano,Pleno dominio,Herencia,Madrid,100,17/05/1999,,
42,Urbano,Nuda propiedad,Herencia,Madrid,100,17/05/1999,,
42,Urbano,Nuda propiedad,Herencia,Madrid,100,17/05/1999,,
42,Urbano,Nuda propiedad,Herencia,Madrid,100,17/05/1999,,
42,Urbano,Nuda propiedad,Herencia,Madrid,100,17/05/1999,,
43,Urbano,Pleno dominio,Compraventa,Madrid,100,18/12/1998,90702,39,
43,Urbano,Pleno dominio,Herencia,Guadalajara,12,01/07/2004,,
43,Urbano,Pleno dominio,Herencia,Mondéjar, Guadalajara,12,01/07/2004,,
43,Urbano,Pleno dominio,Herencia,Mondéjar, Guadalajara,12,01/07/2004,,
43,Urbano,Pleno dominio,Herencia,Mondéjar, Guadalajara,12,01/07/2004,,
43,Urbano,Pleno dominio,Herencia,Mondéjar, Guadalajara,12,01/07/2004,,
43,Rústico,Pleno dominio,Herencia,Mondéjar, Guadalajara,12,01/07/2004,,
43,Rústico,Pleno dominio,Herencia,Mondéjar, Guadalajara,12,01/07/2004,,
43,Rústico,Pleno dominio,Herencia,Mondéjar, Guadalajara,12,01/07/2004,,
44,Urbano,Pleno dominio,Compraventa,A Coruña - Oleiros,50,05/05/2003,43988,07,
44,Urbano,Pleno dominio,Compraventa,A Coruña,50,23/06/2009,97267,46,
44,Urbano,Pleno dominio,Compraventa,A Coruña,50,05/05/1993,72221,65,
45,Urbano,Pleno dominio,Compraventa,Madrid,100,28/09/2002,99799,73,
46,Urbano,Pleno dominio,Compraventa,Madrid,100,26/05/2016,101151,7,
46,Urbano,Pleno dominio,Compraventa,Madrid,100,26/05/2016,9886,71,
48,Urbano,Pleno dominio,Compraventa,Madrid,100,22/06/2009,108900,62,
48,Urbano,Pleno dominio,Compraventa,Madrid,100,22/06/2009,19548,26,
49,Urbano,Pleno dominio,Compraventa,Madrid,50,01/09/2003,99833,59,Vivienda habitual
50,Urbano,Pleno dominio,Compraventa,Madrid,100,1993,161715,89,Vivienda
50,Urbano,Pleno dominio,Compraventa,Madrid,100,2003,10966,08,Garaje
50,Urbano,Nuda propiedad,Compraventa,Uceda (Guadalajara),25,2001,135440,19,Vivienda
51,Urbano,Pleno dominio,Compraventa,Madrid,50,04/08/2006,102635,
51,Urbano,Pleno dominio,Compraventa,Villanueva del Pardillo,50,15/01/2004,64701,
51,Urbano,Pleno dominio,Compraventa,Madrid,33,23/04/2010,140813,
51,Urbano,Pleno dominio,Compraventa,Madrid,33,04/04/2012,104204,
52,Urbano,Pleno dominio,Compraventa,Madrid,100,24/07/1990,19780,86,
52,Urbano,Pleno dominio,Compraventa,Madrid,50,14/07/2004,39853,69,
52,Urbano,Pleno dominio,Compraventa,Madrid,50,27/12/2006,35172,12,
52,Urbano,Pleno dominio,Compraventa,Madrid,100,04/06/1996,130716,67,
55,Urbano,Nuda propiedad,Donación,Lisboa, Portugal,16.3,13/07/2012,,
56,Urbano,Pleno dominio,Compraventa,Madrid,50,06/06/2014,,
56,Urbano,Nuda propiedad,Herencia,Madrid,12.5,14/05/2015,,
56,Urbano,Nuda propiedad,Herencia,Zamora,12.5,14/05/2015,,
56,Urbano,Nuda propiedad,Herencia,San Román de los Montes (Toledo),12.5,14/05/2015,,
57,Urbano,Pleno dominio,Compraventa,Madrid,100,15/01/2005,,Vivienda
57,Urbano,Pleno dominio,Compraventa,Madrid,100,15/01/2005,,Garaje
57,Urbano,Pleno dominio,Compraventa,Madrid,50,01/09/2015,,Vivienda. En relación con el patrimonio inmobiliario, se ha producido la enajenación de una vivienda en Madrid y la compra de una nueva en el año 2015, lo que ha propiciado variaciones del apartado correspondiente a deudas, habiéndose producido cancelación de un préstamo por importe de 496.479,35 euros, del que yo era titular en un 50%, y la incorporación de uno nuevo, por importe a mi imputable de 279.278 euros, debiéndose tener en cuenta también la venta de una acción del Club de Golf, cuyos ingresos explican parte de la variación patrimonial.
